Symbol
360ONE.NS
3MINDIA.NS
ACC.NS
AIAENG.NS
APLAPOLLO.NS
AUBANK.NS
AWL.NS
ABBOTINDIA.NS
ATGL.NS
ABCAPITAL.NS
AJANTPHARM.NS
ALKEM.NS
ANTHEM.NS
APARINDS.NS
APOLLOTYRE.NS
ASHOKLEY.NS
ASTRAL.NS
AUROPHARMA.NS
AIIL.NS
BSE.NS
BAJAJHFL.NS
BALKRISIND.NS
BANKINDIA.NS
MAHABANK.NS
BERGEPAINT.NS
BDL.NS
BHARATFORG.NS
BHEL.NS
BHARTIHEXA.NS
GROWW.NS
BIOCON.NS
BLUESTARCO.NS
CRISIL.NS
COCHINSHIP.NS
COFORGE.NS
COLPAL.NS
CONCOR.NS
COROMANDEL.NS
DABUR.NS
DALBHARAT.NS
DIXON.NS
ENDURANCE.NS
ESCORTS.NS
EXIDEIND.NS
NYKAA.NS
FEDERALBNK.NS
FORTIS.NS
GVT&D.NS
GMRAIRPORT.NS
GICRE.NS
GLAXO.NS
GLENMARK.NS
MEDANTA.NS
GODFRYPHLP.NS
GODREJIND.NS
GODREJPROP.NS
FLUOROCHEM.NS
HDBFS.NS
HAVELLS.NS
HEROMOTOCO.NS
HEXT.NS
HINDPETRO.NS
POWERINDIA.NS
HONAUT.NS
HUDCO.NS
ICICIGI.NS
ICICIAMC.NS
ICICIPRULI.NS
IDFCFIRSTB.NS
ITCHOTELS.NS
INDIANB.NS
IRCTC.NS
IREDA.NS
INDUSTOWER.NS
INDUSINDBK.NS
NAUKRI.NS
IPCALAB.NS
JKCEMENT.NS
JSWENERGY.NS
JSWINFRA.NS
JSL.NS
JUBLFOOD.NS
KPRMILL.NS
KEI.NS
KPITTECH.NS
KALYANKJIL.NS
LTF.NS
LTTS.NS
LGEINDIA.NS
LICHSGFIN.NS
LAURUSLABS.NS
LENSKART.NS
LICI.NS
LINDEINDIA.NS
LLOYDSME.NS
LUPIN.NS
MRF.NS
M&MFIN.NS
MANKIND.NS
MARICO.NS
MFSL.NS
MOTILALOFS.NS
MPHASIS.NS
MCX.NS
NHPC.NS
NLCINDIA.NS
NMDC.NS
NTPCGREEN.NS
NATIONALUM.NS
NAM-INDIA.NS
OBEROIRLTY.NS
OIL.NS
PAYTM.NS
OFSS.NS
POLICYBZR.NS
PIIND.NS
PAGEIND.NS
PATANJALI.NS
PERSISTENT.NS
PETRONET.NS
PHOENIXLTD.NS
POLYCAB.NS
PREMIERENE.NS
PRESTIGE.NS
RADICO.NS
RVNL.NS
SBICARD.NS
SJVN.NS
SRF.NS
SCHAEFFLER.NS
SAIL.NS
SUNDARMFIN.NS
SUPREMEIND.NS
SUZLON.NS
SWIGGY.NS
TATACOMM.NS
TATAELXSI.NS
TATAINVEST.NS
NIACL.NS
THERMAX.NS
TORNTPOWER.NS
TIINDIA.NS
UNOMINDA.NS
UPL.NS
UBL.NS
VMM.NS
IDEA.NS
VOLTAS.NS
WAAREEENER.NS
YESBANK.NS
